ID,Output
16588.0,253944.14630278782
17513.0,596281.6915975523
14448.0,-419755.1321292019
13972.0,446719.9787092812
18321.0,-441835.84720104863
19593.0,-403694.6087812891
16569.0,-394499.21493442706
11736.0,-441863.828780947
18654.0,-441850.4281495267
12539.0,-288798.53895583865
19545.0,-365821.1338025008
10113.0,1545904.7863284543
19387.0,600507.2969475426
10985.0,-330466.05694082193
18805.0,153010384.473434
12993.0,-325518.72758971085
17187.0,16517271.075255245
11290.0,114992.22728608921
12106.0,-436023.882517671
11139.0,-440433.52247017506
15128.0,-441855.00676025474
12377.0,-441810.6136716285
14751.0,-441837.13595411717
16358.0,-440243.7074917399
19049.0,-412656.2768065671
16516.0,-441564.7942819714
14279.0,7703305.019638663
16575.0,-441834.9655777479
15346.0,-446274.413158946
15781.0,12591223.206942461
11337.0,786860.6237545208
15504.0,1559226.4616694425
17577.0,-439223.23731336393
12165.0,4044608.1513026515
19686.0,606031.7494516643
17595.0,63280307.86143019
19063.0,-441740.15525189764
18021.0,-390223.78387016826
15871.0,-5930.705162646715
18421.0,-164624.0514986224
19824.0,179275.03389298078
17593.0,-441866.37996925996
11554.0,-441805.5724742089
15583.0,-441727.8625441508
15763.0,-274628.9639147152
11463.0,-440533.91559313587
18339.0,-440763.9333900504
18891.0,-441855.03431187593
18323.0,-412108.7122515307
17899.0,1319209.4692029955
17949.0,-441820.09093836206
19725.0,-416924.73656470026
11808.0,-428152.83073796215
11819.0,-441858.87283886806
11797.0,-49218.730056440225
13533.0,-350697.0799983959
10394.0,-441918.78896053997
17955.0,-441853.6894814952
15031.0,-441582.2106874001
19044.0,-441805.9073868424
10621.0,-408369.6012520364
13544.0,-366961.8133168982
15924.0,41578498.307246625
12496.0,-232883.94021371333
14336.0,-441850.45698636887
14125.0,-436958.610323217
18010.0,-439859.96365760756
11741.0,-441172.86473788763
11334.0,-441871.0924676291
10169.0,25389769.483337317
10289.0,-434626.41188608645
18863.0,617220.4847368833
18027.0,-442096.4905411254
13843.0,-441854.3377086262
12857.0,-445530.96859187935
19644.0,-395128.16079340247
11890.0,3526167.441799684
19655.0,31737448.294603158
11680.0,-441846.39815675723
11438.0,-438768.58477940527
16563.0,-405037.9071437551
16062.0,-441082.47043413226
11596.0,-441831.82387257065
17546.0,-441854.1857617155
10916.0,-437984.2448791738
16710.0,1282424.3754431978
11916.0,-326885.0986716086
10241.0,-431634.9074481104
17723.0,-417124.94516417687
10445.0,-396179.3292983824
13158.0,-440412.81241662917
16643.0,-441871.7881728036
10793.0,3262679.1797801345
15030.0,-441595.8439283741
13004.0,-441748.7067287795
19252.0,-441850.9366825076
17842.0,-441876.9234303918
18973.0,-430439.8601573573
13769.0,-441788.2792055479
14700.0,-441672.3159720234
14502.0,-441961.4187918722
19819.0,-354932.7389439533
10290.0,-441285.637237367
11288.0,-442651.4032189313
15502.0,-441603.4494464977
10388.0,178607.3625621472
17682.0,33572244.75603503
12236.0,-441113.51215800806
16370.0,-438013.52647671965
11591.0,-438801.18248620094
14398.0,139520975.55507
10079.0,-410626.7773147959
12735.0,-361414.6571676552
18768.0,-441851.14561362914
19410.0,-445033.497920837
14880.0,-282998.4868467753
19662.0,-440565.89709802927
15613.0,-442019.848209237
17595.0,-436854.110108678
15476.0,4765608.791811593
12936.0,495230.6154603872
10521.0,-432750.09080746607
14300.0,-441819.87046108744
10105.0,-338407.2924294532
14887.0,-427250.30570762535
11663.0,35607.8782882411
16696.0,-439344.49666688754
14942.0,-441839.9017368655
14623.0,-440369.69125685166
13516.0,-208595.10225396277
19323.0,-441848.7697469641
11303.0,58919009.70973108
18508.0,-441517.44246121193
14450.0,5933221.260365495
12305.0,-364208.0443441223
11774.0,-423157.7713723739
17234.0,-359876.31142428354
11124.0,372107.9281261803
19525.0,-441771.8533456086
17843.0,-297346.78227663506
11802.0,-360506.383834013
16368.0,-485310.82841349463
10820.0,-441858.0900267933
18236.0,-441895.3506964913
17090.0,-440078.4406723662
14379.0,-441256.73748121574
14408.0,-441755.0425347795
15492.0,-367624.9346161925
19092.0,36995580.3544884
18976.0,-435875.4080530361
16118.0,-376324.77047581575
17879.0,-440212.90866023605
14949.0,-409403.3512812585
15327.0,-408878.9262949724
10869.0,3984604.1681524143
16950.0,-438956.98821256147
10721.0,-412919.57576652546
11594.0,-373798.55562421004
13900.0,-430853.507905666
14986.0,37333836.82398652
11632.0,-394312.072152036
19763.0,-352780.97545527783
19276.0,-436585.44503575074
18387.0,-436120.0487888998
10534.0,3056967.825979987
12128.0,-425456.09363184986
13405.0,-441659.16849537636
12615.0,-426033.09022065415
18442.0,12698939.03412051
17955.0,9096342.223233938
10249.0,4513060.889148601
12732.0,-396698.29149403586
16720.0,-429158.2513108526
18599.0,-384026.0758238102
15789.0,-422355.0293307982
11810.0,-441624.60776409856
12544.0,1523188.155144717
19259.0,-441840.1220595774
10291.0,-311266.0051203647
10226.0,-440923.76835750486
11705.0,-439277.12469373806
10503.0,2822342.884931135
10093.0,-441858.02227699594
19939.0,-440421.8136390026
17187.0,1819030.5812878257
16503.0,-441732.50784106064
18432.0,-410723.1613323584
11641.0,-432353.12918674503
11488.0,-440245.03925324767
16275.0,3991957.045383136
16969.0,-424296.8273798947
16381.0,-65611.3628542982
13228.0,-361442.8481588026
11833.0,-441865.17828735546
19496.0,-443837.22883088305
14659.0,-441495.49399232375
17264.0,-380310.0790876795
16554.0,2616917.6115347575
10400.0,-439304.0636854053
10719.0,-419313.16900745756
13561.0,3997.9109569324646
14415.0,-131588.36920671398
13269.0,-441864.9838307628
14857.0,-441791.50833611493
18444.0,-440032.96156254853
19781.0,-441832.9324793427
12760.0,98852.02001913427
14610.0,-456149.5253358998
12850.0,-441623.82621787325
15337.0,-316463.45376432897
15795.0,207412139.02863175
10759.0,-439268.62912262115
12163.0,-443554.855446385
19809.0,-441194.48185661645
12269.0,430950.9646975624
15668.0,-441845.80965322
13682.0,-429468.57905677916
19972.0,-381280.9053428944
18844.0,-441824.58088160236
19940.0,1738444.6935836682
17450.0,11285801.300508479
16187.0,-441852.9688678996
18757.0,-214052.38532360923
17596.0,-441040.47760625626
14471.0,-380760.53907677275
15547.0,3866720.654546053
15528.0,-398213.67045289255
19582.0,-441852.8425308487
15654.0,-347283.9742995391
16405.0,-438938.4498908778
14234.0,-420664.932353223
10123.0,-439790.30828793696
18630.0,359476.0888048413
13091.0,-441852.5485321593
16896.0,-459709.3120556094
12612.0,-441869.26786529063
10479.0,3971288.730025962
13977.0,-439200.4633396242
11186.0,143636.59892017767
15766.0,1245845.17665446
17315.0,1149195.981829286
12461.0,-441882.08994158753
10886.0,-506366.489303624
17123.0,-388021.95297039323
13951.0,-274977.9203203665
11191.0,-441371.1904836118
12115.0,-441916.6713140963
18754.0,-439077.0488684012
16720.0,-441192.03154298826
17938.0,-441764.3958334846
17046.0,426145.50792270363
17856.0,-438230.1533286788
19217.0,-440099.79948122264
13758.0,883780.3694159952
18423.0,-303475.822277677
13901.0,-441917.51131016924
19741.0,-387243.0167304056
15122.0,14820823.219022261
12268.0,138054.33245518827
11702.0,16696721.023745544
17483.0,-441599.7323441643
16206.0,-439290.57248926326
10407.0,-83981.70168322138
12709.0,-438136.6850812619
14405.0,-441855.21681189514
14044.0,-5412.718479987467
11590.0,13202618.831176432
11753.0,-300912.33066756255
17426.0,4682286.400280256
14295.0,13240866.099439213
16448.0,-441805.5933585514
15559.0,-441003.29870725074
12336.0,-409870.33709138376
10046.0,-441796.0111507869
12545.0,-409712.55160969286
10859.0,-442822.7146672325
19543.0,-381326.25112840044
16823.0,-417618.42581963656
16162.0,-370841.11510746856
10728.0,256598.5441233809
10154.0,1239200.4572326185
12341.0,-435803.24281464354
19110.0,2215749.101770738
11365.0,549943.8964695702
17373.0,1940286.695215564
13383.0,-441845.93567290227
11120.0,2991371.8872487675
17993.0,-417526.5021167684
16528.0,-441576.6091783091
11078.0,-204210.31587682315
12271.0,-441756.771636904
15111.0,-438458.85124994605
15879.0,-392438.9046386301
11885.0,-441800.30393376364
19254.0,-441790.9673109108
16120.0,-441536.0367762514
15127.0,-440834.01299987757
10476.0,-438669.3376013271
16485.0,-238130.23930055695
11249.0,10683952.042237185
10884.0,-439493.6146180553
10741.0,15478360.469503403
18741.0,-432067.2785700916
19098.0,-426745.612842961
11519.0,1164022.971257736
17002.0,-440236.63240207103
17735.0,-435737.530521909
13508.0,-408464.1545119111
18795.0,176905.09699111502
18584.0,-432445.68044983246
18539.0,-441829.058324537
15543.0,-441851.729542407
18119.0,-439245.7487355934
15105.0,792475.9232599273
11130.0,6724050.593360083
19692.0,-422421.52709436626
17108.0,-441846.5299451479
14140.0,-441859.28181805206
19459.0,13490864.366862452
10271.0,-441645.73932105093
16911.0,859201.7082528705
11908.0,-432394.2808360143
18188.0,-434420.33218231355
15437.0,-435804.8304646418
19099.0,-416139.68353865365
19249.0,-452510.0304682648
13516.0,-440858.2023806216
11327.0,-441724.3281903502
17948.0,-307139.4506168631
10030.0,-440769.9515591434
10454.0,-419759.6455815884
17504.0,-441903.6718923419
10146.0,3383743.715531937
15849.0,-428729.08231491013
17726.0,-439337.40908370237
12843.0,-441246.22247644025
12793.0,-421119.2921924393
11870.0,507905.32503462164
19026.0,-441490.53779293434
14839.0,187777.17651022226
13444.0,-442903.1300434319
18326.0,-436828.5382486435
12948.0,2221417.5744552617
13607.0,-441460.9143975999
18272.0,-441868.82916035433
15930.0,-339118.62777553126
14882.0,-441856.6038268965
18743.0,-436301.0888301523
17585.0,-433797.545225871
18887.0,-441819.24027050263
18705.0,-441493.6329515155
14082.0,17223045.215458553
18181.0,-327796.41975118546
18795.0,-441866.1778084731
12149.0,-404760.8489445669
13536.0,-441667.50468734535
19376.0,-314731.05501915445
15153.0,-396586.0969215294
15588.0,76568486.27902454
19790.0,-440248.1567031604
15866.0,-441857.3147637665
11990.0,613830.5825801915
13641.0,-440514.15308748116
17185.0,-433314.6814847656
17071.0,922537.3913879062
15929.0,-389655.53322047717
10368.0,-428986.41760727833
14135.0,-440776.0189777387
15541.0,-302531.5147346519
13330.0,-439100.27771672397
11137.0,1398642.9729407635
18162.0,-441856.8218819301
16416.0,-441804.10222678236
17523.0,-441418.3463124663
14318.0,149810.4523633856
14774.0,-430897.527061993
11447.0,-438432.22850071057
18142.0,-441197.1842928736
18356.0,-442656.1795549195
12277.0,-429396.54457456083
18570.0,-334926.3174838978
18457.0,-441588.08784930385
10962.0,-441720.2267407833
14796.0,-370371.9469634874
12019.0,240017.4731167485
11085.0,-432978.1138752622
11552.0,-441734.6799743909
12139.0,-67884.27340059564
13329.0,-467735.74577112845
10879.0,-441866.9564834561
14327.0,-434998.5017289531
18376.0,553021.9323262079
18722.0,4694647.896314649
15690.0,1375845.1544622188
14621.0,1918636.668257418
16411.0,252516.92287670192
15104.0,176893.14937851322
17471.0,-412169.1483383754
13741.0,-439044.3851485627
19245.0,-441128.87885467545
14748.0,-122298.1583034459
13827.0,5053558.930826759
10795.0,5166071.8022136735
17118.0,-442808.9023107004
11351.0,52833.25342333107
19865.0,-441856.36356400815
10971.0,-441752.3819911883
19045.0,-369161.36624155217
10367.0,779919.8911826172
13605.0,-435204.7305553581
16434.0,440549.0406304586
16971.0,-441853.3925707771
16480.0,-440412.45787497354
12685.0,-436343.8938338219
17269.0,-438236.2490326592
16941.0,-440873.45323435287
17402.0,-437586.18459523586
14588.0,-440709.42978944187
18494.0,-435856.4503635799
14919.0,204319.37721137633
19033.0,244910.79815256805
17661.0,-372201.96289439197
19632.0,-38950.056613978464
12748.0,4720834.630782066
18750.0,-359273.38181721116
18254.0,1822962.49071416
15549.0,3259227.3207340944
12412.0,-438763.25323048956
13620.0,-441970.79239045153
17309.0,-441824.305159447
18568.0,-441996.22412141063
19218.0,-453792.25619097357
14534.0,-381762.6619683688
15167.0,-440929.7707457
16290.0,-441067.68177976063
10264.0,-440603.63337450405
16683.0,-361539.37505269074
14888.0,-363601.0568927147
16304.0,-441861.0984310757
18849.0,49755.95328594837
18592.0,-441600.496368394
16930.0,2498850.3431368372
19257.0,284583.4903200385
15104.0,-441855.4713407869
11856.0,764893.5980017466
10705.0,115021140.70221739
13602.0,-435970.12460201955
19310.0,-158338.90776471258
13178.0,-439791.6583114129
17571.0,-377311.7920292986
13750.0,-441859.8277389433
14475.0,-312346.5605962125
16410.0,1117178.5813341383
14099.0,-441867.5761520921
10669.0,1012802.3420493247
19987.0,-445382.18818557006
14121.0,-441861.6205143479
15584.0,-441855.11724199424
11154.0,-441610.61674035736
14659.0,-441856.39803565363
10411.0,-251809.58182939072
13549.0,1070774.794341126
16166.0,1215911.955438816
19406.0,-379777.69060804904
19765.0,20097.071253379574
19344.0,-440387.1620654168
14272.0,-441200.7005085454
17089.0,-441840.2591808138
10088.0,-440091.94018647703
19243.0,-37843.07222718815
14969.0,-438255.67768947105
13019.0,-441862.99741042615
18148.0,-440936.3653613345
14383.0,43445381.03600417
16387.0,-440994.8316452566
17932.0,1499812.7241825017
17408.0,230530.2313358104
10369.0,-441660.780088654
12786.0,-440699.03437569155
10953.0,-441775.1152302257
19943.0,-441936.7337884798
10886.0,-440146.9211167556
16185.0,-431093.85596112604
11903.0,662259.7862216982
10818.0,-441837.77427642583
13178.0,-441837.692714344
17557.0,-226217.83623299934
17157.0,-441844.6041416761
11014.0,-441854.55212099734
18956.0,-208362.40952080442
13027.0,-441757.76321761194
16949.0,-13597.671462802216
18017.0,-442375.0824147428
12537.0,-151248.28512561228
12483.0,-431482.5271636958
10648.0,-290618.4141768827
13368.0,-441561.3744094146
18059.0,-247642.69393181358
13427.0,-441005.20794746117
15468.0,-384037.34890083387
10416.0,-441864.49616309884
11170.0,129329.91032540193
10526.0,-438443.5058743537
13808.0,1100600.722946052
17501.0,-339484.1641445139
10391.0,-442423.42736792774
13412.0,-441861.66523112194
19786.0,-441630.66665014415
11776.0,4329500.454948954
10099.0,-450127.0285601297
16920.0,-441867.1966604979
17863.0,-441853.4138590556
15580.0,-432810.08720352384
11049.0,78551358.57878591
11721.0,-444216.94038295955
11579.0,-441865.7293890917
16029.0,2054048.7116415694
16771.0,309848.629086063
17674.0,-440908.4665669177
17033.0,-440513.35425631213
11818.0,-249566.0248531343
10816.0,-441847.7419647167
18137.0,-441670.7796759892
18657.0,-432903.8809899178
13147.0,-264114.5298230455
14650.0,-87963.24810189055
18637.0,11897023.947012939
15840.0,-437866.1328693682
10771.0,7876847.849255101
10263.0,-434398.88984820736
11206.0,78713.90550406603
13403.0,202003.55180987832
19704.0,-375928.4799834101
14572.0,-371657.74128423515
17872.0,-163714.3636047924
12881.0,-365742.63976998744
11215.0,3578500.5698892623
10134.0,-273771.59842144046
18688.0,5127176.107487489
11530.0,954247.1471277282
18742.0,-28999.865594307194
15539.0,-433563.49349753396
10191.0,-442971.33033080096
11969.0,-422381.7091259577
13028.0,-441627.5107044589
15914.0,-346812.19908180623
17936.0,-423601.47521773144
16940.0,-439955.28910809034
17613.0,-432337.5702067099
14121.0,-335612.93268429814
19469.0,-451767.70733584114
13249.0,-441848.624376477
19755.0,722919.9493953198
16651.0,-439515.0471806878
19773.0,-442129.45766597637
12979.0,-440237.25832996634
19388.0,-441840.58133436483
12941.0,714649686.0237765
15160.0,-430331.9908401773
13710.0,-156890.05737293442
13057.0,133707.73562673316
11143.0,-440510.7323821492
16387.0,-436687.96648405003
16200.0,-441855.1189467993
13067.0,-443924.5770578424
10206.0,-442042.2307941902
11655.0,2837004.5274437536
17366.0,-439813.6625611533
10661.0,5290260.755412987
13051.0,-331072.29490339896
12014.0,1275635.3357967115
19012.0,-162031.25232709292
16470.0,-441867.77764734323
15560.0,3157354.1176438145
15073.0,-441592.7624341191
11625.0,295763.6719770322
16250.0,219903.0819221011
10497.0,-441361.2319934622
19728.0,-165306.12135050236
12348.0,-439540.40408576257
16464.0,-439950.14928391925
10808.0,-409427.7033899331
12038.0,745190.3551822561
13960.0,-431330.2495537328
14390.0,-435768.31141459965
18856.0,237046.83716311608
15961.0,-260409.43981457083
14237.0,-441215.3417584358
18621.0,-292279.1146384827
17051.0,-384208.5857652493
16543.0,-441800.3064868215
14354.0,-441843.3938388352
10808.0,25115352.865833618
10809.0,-436762.88576614554
12896.0,-428395.31774193025
14368.0,-438899.0122168914
11035.0,12937946.50192094
19360.0,-441535.35111369076
10868.0,-434967.3586655606
11984.0,-432209.5678008951
11875.0,12407366.561105423
15948.0,-425119.2430092178
14772.0,-390254.12910344754
19741.0,-434218.95236930274
17182.0,-440724.32703449554
16338.0,-417421.9501932126
17381.0,-441844.39260277874
10892.0,30631521.172330614
11904.0,-437141.74539231346
17589.0,1315488.0035352877
18633.0,-436384.1853825932
15174.0,-426308.5990922686
18625.0,-165188.9536493891
15793.0,3976311.560886912
15402.0,-437853.9485888567
13386.0,8496954.42473039
13310.0,-424378.9279199883
14950.0,35223260.25317788
17223.0,-441845.89276091126
13722.0,2164709.225875889
17692.0,-441846.6629747425
14949.0,10572283.310008353
17683.0,-302579.7663327018
11370.0,-439485.3161123812
11748.0,-427768.7897067119
13918.0,-441859.6085290683
14116.0,-442105.97382160346
19780.0,-598037.5347757277
12686.0,-315557.68459533807
13541.0,-441800.54581435095
13848.0,-440071.0770829895
17046.0,-428900.17220430425
10058.0,-440992.9686862852
17482.0,1747596.0622357724
15899.0,-441081.97953757574
10458.0,-440274.51411570865
14747.0,5941085.382514641
15117.0,-408603.70911736996
17267.0,3423576.946051254
12662.0,-333635.540321965
19371.0,-437636.20236687385
17739.0,-441851.4192149674
13278.0,-383445.5015225627
14841.0,-425283.33428312116
11332.0,11921132.688043647
19647.0,-441504.58979079383
19195.0,-309477.00284328824
11155.0,-438142.7947396904
14234.0,-141983.8916964396
11493.0,-440493.6347389624
11314.0,-436924.5315126551
15792.0,4551246.013289399
15862.0,-441860.27249093377
11971.0,703086.4743071804
10348.0,7717909.596686681
12371.0,-441808.2973923383
13693.0,-247145.19495878415
12494.0,-441656.94123802776
16971.0,-436118.4864821022
10995.0,-439550.8394316726
19498.0,-428214.8812554509
13781.0,-441710.66791140684
19477.0,-321998.4472412523
13667.0,-441384.4909595235
10712.0,-305579.8956018202
10748.0,-441049.5105346807
15847.0,-429430.93299453263
19885.0,-424468.5918075389
19908.0,-441781.06810379843
18132.0,-441841.67760207807
11056.0,-425210.0683086703
14855.0,-441860.06656414154
16184.0,-242081.74130601576
16062.0,-244918.69969752827
16583.0,-441355.34746852214
15497.0,-441841.26388485567
11448.0,1968144.9001876651
16197.0,-438107.0278080341
18036.0,457796.73310045176
16789.0,-438578.33981103706
12416.0,-315603.0619210128
16439.0,21565843.517866265
11845.0,-437570.3754233413
16623.0,-439785.9329712747
10932.0,-438765.6527227184
11503.0,2020212.1093498203
19259.0,-262727.5202203253
16060.0,-439379.88127801963
11424.0,-441856.9897815699
10922.0,35526185.83142266
13191.0,-441097.9950916141
11850.0,-441497.30291996454
12273.0,-446246.6558089836
11862.0,-441236.2870548258
14584.0,-441827.3445717518
13922.0,-441849.7311312186
18628.0,-448316.27609965415
10736.0,-439665.2187006313
19110.0,38784494.944967374
19653.0,236333.5712999364
11887.0,-233368.63029511366
16265.0,9257778.725099128
18059.0,-386904.1029312734
12658.0,-440617.8952211498
16983.0,26240444.57387092
12516.0,4095945.978346252
15635.0,-440906.3067365142
15413.0,-441855.4142677232
16389.0,905997.4730404095
19539.0,-316807.4142162157
12423.0,-441845.095242447
16574.0,-131670.15140808327
12157.0,-243170.28971044277
16660.0,5263021.69781791
18408.0,3650621.4821717963
10029.0,-438612.9836385993
18195.0,-441864.5134755194
18792.0,-441680.7722782914
11990.0,1386141.476617292
17538.0,-441661.35586528457
15226.0,-349795.0904395813
19260.0,11274830.788477724
16892.0,-441806.2171645642
11345.0,13399620.650061583
18377.0,-441851.56750020315
16371.0,-438782.180960031
12884.0,-425212.10799456644
16002.0,-424026.11486464576
17639.0,-441865.33387038414
15502.0,-437271.1679885823
11625.0,-441867.74745005625
19169.0,-438109.7228105662
11219.0,-436437.745447594
15011.0,-441833.9233231244
11120.0,-109222.27986670216
16502.0,-441495.1112925911
19509.0,-430238.67953347764
13044.0,-441956.44463015
10855.0,3479773.328751532
19364.0,75815.93287224765
11325.0,-405877.47753500775
16117.0,-345052.1629656472
16632.0,5420887.266020869
18243.0,-441749.53490928817
15140.0,-442713.90212896955
11864.0,-439010.60533579416
12985.0,-438534.47074771556
12079.0,-437137.5155027404
10201.0,3027444.000464733
18894.0,-371917.7525273368
16041.0,-441807.8746129542
18156.0,-441323.56216318696
11204.0,-185807.46010120166
11521.0,-441893.5691211729
16533.0,5723714.991496917
19401.0,-15600.362925523194
19453.0,-441537.55076206825
15461.0,-434195.9449520644
11507.0,3463917.874811383
16820.0,-394599.9102685258
14446.0,-442922.0864200194
19427.0,-419165.0790817451
17578.0,-334555.4173896697
17007.0,-428597.25931034633
16158.0,-358730.68514673854
12997.0,-417922.0587160711
19617.0,-441695.71768790507
11188.0,-94924.83012367343
15016.0,-424756.7776164019
10328.0,5192620.2490351
10995.0,-441476.7282840486
14169.0,-441908.0194300448
17335.0,3394344.950127327
14183.0,-441803.06573861395
12592.0,-441432.9225341736
19158.0,-437459.2660048909
13527.0,-359912.37846803316
14726.0,-441844.17367644026
14634.0,-441849.0278067363
18034.0,-441531.26783767226
18713.0,-441954.593000422
18231.0,-407476.9742060995
18725.0,-387417.41228667716
10674.0,-441855.3594738825
10936.0,-441746.58801220986
18273.0,-174677.51332247513
18515.0,-440274.6689545682
17867.0,6587417.616587513
12849.0,-185081.46383068291
16195.0,-441837.5355466518
15225.0,-441843.14186212677
12944.0,-273960.76780931116
10845.0,-441777.8148972301
10044.0,-438034.9175959325
17007.0,-441865.56937228865
13548.0,-135855.55159928696
17948.0,-433340.62120669126
17728.0,2241886.086229132
13558.0,2771841.0987231773
16556.0,-437511.82913909596
11521.0,-425493.74290426285
17494.0,4496523.018979373
17614.0,-428089.2762741039
12301.0,-437934.2682613472
16067.0,-313222.8820941502
14697.0,-441471.9269522319
18202.0,-435204.1237368353
13848.0,-297514.00982455304
12209.0,63052322.39524258
12600.0,-433444.04779403587
13021.0,-441793.6329192922
13558.0,57105868.91116656
12384.0,-442226.9024574857
16824.0,-441755.9639266592
17053.0,-458912.8386837479
19780.0,615791.2740179112
11216.0,-441932.49246778875
11967.0,-440389.63715088344
15191.0,-254836.61840183265
14426.0,740518.9187331168
18800.0,-363529.92263238155
12430.0,8520005.851793889
18688.0,91806.62530488777
13912.0,111448.47727331822
19680.0,98172.81749329809
18198.0,-440516.0195701809
11123.0,-430230.5359694527
10108.0,-345385.5779866623
19431.0,-431139.5307572831
17144.0,-442552.7713445353
11139.0,-441495.675386532
12934.0,-436676.9525283321
17128.0,-211500.4284239388
12556.0,-441695.26753227157
13478.0,-441401.8127154445
14068.0,-442602.5320409003
19726.0,6411186.945145956
16380.0,7464907.297083442
19196.0,-15865.319616900524
10098.0,-438243.15027090604
12697.0,-364147.1048706148
15505.0,-441854.64829938323
16282.0,-440129.7626035006
15980.0,-441747.4994980402
19838.0,-433302.5250666833
17187.0,5489721.148741061
17986.0,-437291.83159639384
13324.0,-441853.42488889466
12198.0,-296365.48957953067
17214.0,-441349.77817611187
14632.0,-441857.3756081278
16454.0,-385218.5390604853
18037.0,-338899.578272647
17461.0,-439195.7804680795
12604.0,-437388.52977335104
19117.0,-398502.82311514695
18305.0,3484484.2409188934
10150.0,-378187.4490746164
11125.0,-440828.13592901896
19612.0,1587163.8697169502
12840.0,2866947.365449909
16986.0,-441860.9895617941
18464.0,-441336.983864913
13481.0,738707.9219227524
19568.0,1690720.7318543338
12827.0,935082.6794222477
19268.0,-419671.85147014284
12056.0,-441706.9222404498
12493.0,-439574.66591260605
11289.0,-86577.32883982081
15499.0,849200.2395241257
16390.0,-441826.8649885745
13792.0,-436360.17279564193
14488.0,-441432.6649865506
15776.0,-198143.14854826988
19521.0,-441702.2109991505
15629.0,-427552.1418691904
11688.0,-440932.84757116414
10961.0,-498684.94429388014
10592.0,5997792.74072593
19399.0,-382672.39951151353
18339.0,-434050.60413690587
12836.0,491759.92511879373
11207.0,13944131.711807372
18450.0,-441366.979251852
14315.0,7474398.351855731
12419.0,-387134.3261952114
10830.0,-272587.6010554931
17495.0,-441390.46342823305
13547.0,268909.36564506893
16339.0,-441764.60195634305
19831.0,-162784.93136738217
16680.0,-441776.6319861973
10570.0,-441020.74323056475
10298.0,-441863.5254543822
18018.0,-442086.39235259197
17517.0,-440032.7206143092
12215.0,-435174.53596437606
11783.0,-375821.12281719665
13548.0,-441864.91084871604
12761.0,-441472.94059
14360.0,-441756.89365171106
11360.0,179819.424597573
12926.0,-441846.7729805426
12065.0,-436469.0569971956
18076.0,-441529.46153426054
10461.0,8536681.958956843
12796.0,5021060.2378619155
17431.0,-441842.94320757664
11058.0,22374120.376113344
14312.0,-29349.253235213226
10331.0,-441851.08512316155
19555.0,-437581.3147170169
13681.0,-424562.88070752635
13163.0,-435732.76712704566
16745.0,-441852.56411032774
11743.0,-442011.9203775616
13478.0,-441860.75003575836
11255.0,-275202.6486578407
18205.0,-441828.0781513846
11875.0,-442132.3774798184
18544.0,-441024.8044994788
12126.0,-420212.7240310658
13596.0,-441937.7390865248
12632.0,18093742.53882394
17958.0,-441834.8329127112
14207.0,-440853.3560002411
18277.0,6022385.681461217
18477.0,-441893.1500519749
14758.0,-441705.0838582644
16103.0,-441814.18055803305
14991.0,-454870.98888220335
13096.0,5311251.020557903
14982.0,-426410.7335893947
11990.0,959117.7082296488
16473.0,-414072.67765114806
10594.0,-441861.1032437079
16438.0,167274.6240331605
19805.0,-441822.8830044803
